duracion_estadia,gasto_total_pesos,motivo,alojamiento
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
2.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
13.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,700000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
2.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
2.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,a. Hotel 
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,b. Visita a familiares y amigos,a. Hotel 
3.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,650000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,330000.0,"d. Salud , Bienestar y atención médica",d. Inmueble de alquiler (pagos por plataforma dig)
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,60000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,40000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,600000.0,e. Religión/Peregrinaciones,a. Hotel 
15.0,100000.0,"d. Salud , Bienestar y atención médica","e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,4.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
9.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
9.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,20000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
29.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,100000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
7.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
30.0,1000000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
2.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,2000000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,50.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,80000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,40000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,280000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
12.0,800000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,1000000.0,h. Trabajo remunerado en otra ciudad,b. Hostal
2.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
7.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,800000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
1.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,350000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,50000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
5.0,250000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,0.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,40000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,60000.0,g. Negocios y motivos profesionales,a. Hotel 
15.0,50000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,1000000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,a. Hotel 
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,120000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
30.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
0.0,120000.0,h. Trabajo remunerado en otra ciudad,f. Otro
1.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,c. Apartahotel
1.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
10.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,6000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
16.0,10000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
